"X" "Y" "Epsilon"
1 -0.256905533155838 -1.25690553315584
2 0.492678425657481 -1.50732157434252
3 3.1327522594668 0.132752259466804
4 1.8957662539476 -2.1042337460524
5 3.39904877005659 -1.60095122994341
6 6.0172908590145 0.0172908590145019
7 7.21956289152843 0.21956289152843
8 7.76874182475636 -0.231258175243641
9 8.83129705315102 -0.168702946848983
10 10.1913171502201 0.191317150220074
11 10.5841025381626 -0.415897461837433
12 9.75465591572267 -2.24534408427733
13 12.8663960611843 -0.133603938815726
14 14.5833549215984 0.583354921598429
15 14.4556167446321 -0.544383255367864
16 16.1594542189072 0.159454218907185
17 15.8913496906763 -1.10865030932371
18 18.4131904137892 0.413190413789179
19 19.2316436307858 0.231643630785824
20 21.5570697467009 1.55706974670087
21 22.2505100240558 1.25051002405579
22 21.6161409791456 -0.38385902085444
23 24.3936112830733 1.39361128307332
24 24.3769908414661 0.376990841466069
25 24.929477480327 -0.0705225196729727
26 27.1731492763031 1.17314927630307
27 27.7979677419612 0.797967741961187
28 25.946372476061 -2.05362752393898
29 28.2917108675737 -0.708289132426292
30 32.2396374049616 2.23963740496162
31 32.0424492648182 1.04244926481818
32 29.5579427113445 -2.44205728865554
33 32.9482124795158 -0.0517875204842046
34 34.3004868288396 0.300486828839556
35 33.0930546080971 -1.90694539190287
36 34.5920329870291 -1.40796701297095
37 34.960422411598 -2.03957758840199
38 38.3060156902662 0.306015690266218
39 39.7162855722313 0.716285572231337
40 38.7471484556725 -1.25285154432748
41 40.4436987868134 -0.556301213186612
42 43.2817936889825 1.28179368898251
43 42.3979215188883 -0.602078481111694
44 42.2473030366571 -1.75269696334286
45 44.4328478361645 -0.567152163835469
46 46.8138020798456 0.813802079845561
47 49.1391803531052 2.1391803531052
48 48.5512416937225 0.551241693722528
49 49.7442901639075 0.744290163907477
50 50.5371411539586 0.537141153958552
51 50.5595309945676 -0.440469005432432
52 51.845063551001 -0.154936448999044
53 52.6661979795326 -0.333802020467364
54 53.7914312574661 -0.208568742533894
55 57.0693318407753 2.06933184077528
56 55.2087534424682 -0.791246557531837
57 57.5222396669088 0.52223966690878
58 58.6959470554342 0.69594705543419
59 59.9027895254929 0.902789525492893
60 61.6094058506924 1.60940585069243
61 61.3603305031758 0.360330503175819
62 62.4134385316896 0.413438531689638
63 63.7204403893382 0.720440389338225
64 63.2772614041046 -0.722738595895452
65 64.0528120355714 -0.947187964428582
66 65.5077801138966 -0.492219886103366
67 67.9815260495427 0.981526049542716
68 66.6213889234389 -1.37861107656114
69 70.1696170221281 1.16961702212812
70 70.0837468421388 0.0837468421388163
71 71.6557410182973 0.655741018297319
72 73.4267309333006 1.42673093330065
73 75.3232824642363 2.32328246423633
74 74.6442586732338 0.644258673233835
75 75.7227021418902 0.722702141890229
76 76.8873352150006 0.887335215000628
77 76.5282035141692 -0.471796485830749
78 78.3804210963639 0.38042109636389
79 77.9798890541288 -1.02011094587122
80 78.3448289034772 -1.65517109652284
81 81.3137334821387 0.313733482138723
82 84.302950883365 2.30295088336503
83 83.4520652697746 0.452065269774619
84 86.5414591023238 2.54145910232382
85 86.994584282963 1.994584282963
86 86.0550333067999 0.0550333067999012
87 85.8787769787739 -1.12122302122609
88 88.2786158110561 0.278615811056069
89 89.3658214304183 0.3658214304183
90 90.5559969077133 0.555996907713338
91 89.5636978218119 -1.43630217818815
92 92.6276525014969 0.627652501496889
93 93.5178198360727 0.517819836072695
94 93.9964284062122 -0.00357159378777962
95 94.8172154849959 -0.182784515004064
96 95.3964631084424 -0.603536891557616
97 95.9197926124074 -1.08020738759264
98 97.5174682043949 -0.482531795605114
99 99.9121923145142 0.912192314514246
100 99.4811451169091 -0.518854883090879
101 100.940525083418 -0.0594749165819418
102 101.902990892704 -0.0970091072960408
103 104.826080723356 1.82608072335555
104 104.733970883945 0.733970883945408
105 106.315181246516 1.31518124651564
106 105.759375854861 -0.240624145138822
107 107.336161860865 0.33616186086465
108 109.582732636725 1.58273263672534
